token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,exchange_type
86140,NIFTY29JUN2818000PE,NIFTY,29JUN2028,18000.0,75,OPTIDX,NFO,5.0,2
89613,NIFTY28JUN2918000PE,NIFTY,28JUN2029,18000.0,75,OPTIDX,NFO,5.0,2
64680,NIFTY25SEP2518000CE,NIFTY,25SEP2025,18000.0,75,OPTIDX,NFO,5.0,2
58641,NIFTY31DEC2618000PE,NIFTY,31DEC2026,18000.0,75,OPTIDX,NFO,5.0,2
71548,NIFTY24JUN2718000PE,NIFTY,24JUN2027,18000.0,75,OPTIDX,NFO,5.0,2
55122,NIFTY24DEC2518000PE,NIFTY,24DEC2025,18000.0,75,OPTIDX,NFO,5.0,2
55119,NIFTY26JUN2518000CE,NIFTY,26JUN2025,18000.0,75,OPTIDX,NFO,5.0,2
53604,NIFTY30DEC2718000PE,NIFTY,30DEC2027,18000.0,75,OPTIDX,NFO,5.0,2
89612,NIFTY28JUN2918000CE,NIFTY,28JUN2029,18000.0,75,OPTIDX,NFO,5.0,2
50557,NIFTY25JUN2618000PE,NIFTY,25JUN2026,18000.0,75,OPTIDX,NFO,5.0,2
50556,NIFTY25JUN2618000CE,NIFTY,25JUN2026,18000.0,75,OPTIDX,NFO,5.0,2
55120,NIFTY26JUN2518000PE,NIFTY,26JUN2025,18000.0,75,OPTIDX,NFO,5.0,2
53603,NIFTY30DEC2718000CE,NIFTY,30DEC2027,18000.0,75,OPTIDX,NFO,5.0,2
67770,NIFTY28DEC2818000CE,NIFTY,28DEC2028,18000.0,75,OPTIDX,NFO,5.0,2
64552,NIFTY27MAR2518000CE,NIFTY,27MAR2025,18000.0,75,OPTIDX,NFO,5.0,2
61390,NIFTY27DEC2918000CE,NIFTY,27DEC2029,18000.0,75,OPTIDX,NFO,5.0,2
58640,NIFTY31DEC2618000CE,NIFTY,31DEC2026,18000.0,75,OPTIDX,NFO,5.0,2
61391,NIFTY27DEC2918000PE,NIFTY,27DEC2029,18000.0,75,OPTIDX,NFO,5.0,2
71547,NIFTY24JUN2718000CE,NIFTY,24JUN2027,18000.0,75,OPTIDX,NFO,5.0,2
86139,NIFTY29JUN2818000CE,NIFTY,29JUN2028,18000.0,75,OPTIDX,NFO,5.0,2
55121,NIFTY24DEC2518000CE,NIFTY,24DEC2025,18000.0,75,OPTIDX,NFO,5.0,2
64681,NIFTY25SEP2518000PE,NIFTY,25SEP2025,18000.0,75,OPTIDX,NFO,5.0,2
61403,NIFTY27DEC2919000PE,NIFTY,27DEC2029,19000.0,75,OPTIDX,NFO,5.0,2
86142,NIFTY29JUN2819000PE,NIFTY,29JUN2028,19000.0,75,OPTIDX,NFO,5.0,2
39987,NIFTY24DEC2519000CE,NIFTY,24DEC2025,19000.0,75,OPTIDX,NFO,5.0,2
86141,NIFTY29JUN2819000CE,NIFTY,29JUN2028,19000.0,75,OPTIDX,NFO,5.0,2
89615,NIFTY28JUN2919000PE,NIFTY,28JUN2029,19000.0,75,OPTIDX,NFO,5.0,2
89614,NIFTY28JUN2919000CE,NIFTY,28JUN2029,19000.0,75,OPTIDX,NFO,5.0,2
71549,NIFTY24JUN2719000CE,NIFTY,24JUN2027,19000.0,75,OPTIDX,NFO,5.0,2
39989,NIFTY25JUN2619000CE,NIFTY,25JUN2026,19000.0,75,OPTIDX,NFO,5.0,2
61402,NIFTY27DEC2919000CE,NIFTY,27DEC2029,19000.0,75,OPTIDX,NFO,5.0,2
67773,NIFTY28DEC2819000PE,NIFTY,28DEC2028,19000.0,75,OPTIDX,NFO,5.0,2
71550,NIFTY24JUN2719000PE,NIFTY,24JUN2027,19000.0,75,OPTIDX,NFO,5.0,2
58642,NIFTY31DEC2619000CE,NIFTY,31DEC2026,19000.0,75,OPTIDX,NFO,5.0,2
39982,NIFTY26JUN2519000CE,NIFTY,26JUN2025,19000.0,75,OPTIDX,NFO,5.0,2
67772,NIFTY28DEC2819000CE,NIFTY,28DEC2028,19000.0,75,OPTIDX,NFO,5.0,2
39986,NIFTY26JUN2519000PE,NIFTY,26JUN2025,19000.0,75,OPTIDX,NFO,5.0,2
58643,NIFTY31DEC2619000PE,NIFTY,31DEC2026,19000.0,75,OPTIDX,NFO,5.0,2
64682,NIFTY25SEP2519000CE,NIFTY,25SEP2025,19000.0,75,OPTIDX,NFO,5.0,2
64554,NIFTY27MAR2519000CE,NIFTY,27MAR2025,19000.0,75,OPTIDX,NFO,5.0,2
53606,NIFTY30DEC2719000PE,NIFTY,30DEC2027,19000.0,75,OPTIDX,NFO,5.0,2
39988,NIFTY24DEC2519000PE,NIFTY,24DEC2025,19000.0,75,OPTIDX,NFO,5.0,2
53605,NIFTY30DEC2719000CE,NIFTY,30DEC2027,19000.0,75,OPTIDX,NFO,5.0,2
39990,NIFTY25JUN2619000PE,NIFTY,25JUN2026,19000.0,75,OPTIDX,NFO,5.0,2
64683,NIFTY25SEP2519000PE,NIFTY,25SEP2025,19000.0,75,OPTIDX,NFO,5.0,2
64555,NIFTY27MAR2519000PE,NIFTY,27MAR2025,19000.0,75,OPTIDX,NFO,5.0,2
36688,NIFTY24DEC2519500CE,NIFTY,24DEC2025,19500.0,75,OPTIDX,NFO,5.0,2

38377,NIFTY24DEC2520000PE,NIFTY,24DEC2025,20000.0,75,OPTIDX,NFO,5.0,2
61410,NIFTY27DEC2920000CE,NIFTY,27DEC2029,20000.0,75,OPTIDX,NFO,5.0,2
89623,NIFTY28JUN2920000PE,NIFTY,28JUN2029,20000.0,75,OPTIDX,NFO,5.0,2
58644,NIFTY31DEC2620000CE,NIFTY,31DEC2026,20000.0,75,OPTIDX,NFO,5.0,2
53611,NIFTY30DEC2720000PE,NIFTY,30DEC2027,20000.0,75,OPTIDX,NFO,5.0,2
86143,NIFTY29JUN2820000CE,NIFTY,29JUN2028,20000.0,75,OPTIDX,NFO,5.0,2
38380,NIFTY25JUN2620000PE,NIFTY,25JUN2026,20000.0,75,OPTIDX,NFO,5.0,2
38375,NIFTY26JUN2520000PE,NIFTY,26JUN2025,20000.0,75,OPTIDX,NFO,5.0,2
64557,NIFTY27MAR2520000PE,NIFTY,27MAR2025,20000.0,75,OPTIDX,NFO,5.0,2
71551,NIFTY24JUN2720000CE,NIFTY,24JUN2027,20000.0,75,OPTIDX,NFO,5.0,2
67775,NIFTY28DEC2820000PE,NIFTY,28DEC2028,20000.0,75,OPTIDX,NFO,5.0,2
64685,NIFTY25SEP2520000PE,NIFTY,25SEP2025,20000.0,75,OPTIDX,NFO,5.0,2
67774,NIFTY28DEC2820000CE,NIFTY,28DEC2028,20000.0,75,OPTIDX,NFO,5.0,2
86144,NIFTY29JUN2820000PE,NIFTY,29JUN2028,20000.0,75,OPTIDX,NFO,5.0,2
64556,NIFTY27MAR2520000CE,NIFTY,27MAR2025,20000.0,75,OPTIDX,NFO,5.0,2
61411,NIFTY27DEC2920000PE,NIFTY,27DEC2029,20000.0,75,OPTIDX,NFO,5.0,2
38373,NIFTY26JUN2520000CE,NIFTY,26JUN2025,20000.0,75,OPTIDX,NFO,5.0,2
71552,NIFTY24JUN2720000PE,NIFTY,24JUN2027,20000.0,75,OPTIDX,NFO,5.0,2
53607,NIFTY30DEC2720000CE,NIFTY,30DEC2027,20000.0,75,OPTIDX,NFO,5.0,2
64684,NIFTY25SEP2520000CE,NIFTY,25SEP2025,20000.0,75,OPTIDX,NFO,5.0,2
38378,NIFTY25JUN2620000CE,NIFTY,25JUN2026,20000.0,75,OPTIDX,NFO,5.0,2
58645,NIFTY31DEC2620000PE,NIFTY,31DEC2026,20000.0,75,OPTIDX,NFO,5.0,2
89616,NIFTY28JUN2920000CE,NIFTY,28JUN2029,20000.0,75,OPTIDX,NFO,5.0,2
38376,NIFTY24DEC2520000CE,NIFTY,24DEC2025,20000.0,75,OPTIDX,NFO,5.0,2



54467,NIFTY03APR2520350PE,NIFTY,03APR2025,20350.0,75,OPTIDX,NFO,5.0,2
50055,NIFTY20MAR2520350CE,NIFTY,20MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
46778,NIFTY27MAR2520350PE,NIFTY,27MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
45335,NIFTY13MAR2520350PE,NIFTY,13MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
79196,NIFTY24APR2520350CE,NIFTY,24APR2025,20350.0,75,OPTIDX,NFO,5.0,2
45330,NIFTY13MAR2520350CE,NIFTY,13MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
46777,NIFTY27MAR2520350CE,NIFTY,27MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
79197,NIFTY24APR2520350PE,NIFTY,24APR2025,20350.0,75,OPTIDX,NFO,5.0,2
61322,NIFTY29MAY2520350PE,NIFTY,29MAY2025,20350.0,75,OPTIDX,NFO,5.0,2
61319,NIFTY29MAY2520350CE,NIFTY,29MAY2025,20350.0,75,OPTIDX,NFO,5.0,2
68298,NIFTY06MAR2520350PE,NIFTY,06MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
50056,NIFTY20MAR2520350PE,NIFTY,20MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
68297,NIFTY06MAR2520350CE,NIFTY,06MAR2025,20350.0,75,OPTIDX,NFO,5.0,2
54466,NIFTY03APR2520350CE,NIFTY,03APR2025,20350.0,75,OPTIDX,NFO,5.0,2
61326,NIFTY29MAY2520400PE,NIFTY,29MAY2025,20400.0,75,OPTIDX,NFO,5.0,2
54469,NIFTY03APR2520400PE,NIFTY,03APR2025,20400.0,75,OPTIDX,NFO,5.0,2
45336,NIFTY13MAR2520400CE,NIFTY,13MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
61323,NIFTY29MAY2520400CE,NIFTY,29MAY2025,20400.0,75,OPTIDX,NFO,5.0,2
46787,NIFTY27MAR2520400PE,NIFTY,27MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
54468,NIFTY03APR2520400CE,NIFTY,03APR2025,20400.0,75,OPTIDX,NFO,5.0,2
79201,NIFTY24APR2520400PE,NIFTY,24APR2025,20400.0,75,OPTIDX,NFO,5.0,2
68299,NIFTY06MAR2520400CE,NIFTY,06MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
79200,NIFTY24APR2520400CE,NIFTY,24APR2025,20400.0,75,OPTIDX,NFO,5.0,2
50058,NIFTY20MAR2520400PE,NIFTY,20MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
46786,NIFTY27MAR2520400CE,NIFTY,27MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
68300,NIFTY06MAR2520400PE,NIFTY,06MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
50057,NIFTY20MAR2520400CE,NIFTY,20MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
45341,NIFTY13MAR2520400PE,NIFTY,13MAR2025,20400.0,75,OPTIDX,NFO,5.0,2
45342,NIFTY13MAR2520450CE,NIFTY,13MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
45343,NIFTY13MAR2520450PE,NIFTY,13MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
50060,NIFTY20MAR2520450PE,NIFTY,20MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
54470,NIFTY03APR2520450CE,NIFTY,03APR2025,20450.0,75,OPTIDX,NFO,5.0,2
46789,NIFTY27MAR2520450PE,NIFTY,27MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
79203,NIFTY24APR2520450PE,NIFTY,24APR2025,20450.0,75,OPTIDX,NFO,5.0,2
68302,NIFTY06MAR2520450PE,NIFTY,06MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
50059,NIFTY20MAR2520450CE,NIFTY,20MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
61327,NIFTY29MAY2520450CE,NIFTY,29MAY2025,20450.0,75,OPTIDX,NFO,5.0,2
46788,NIFTY27MAR2520450CE,NIFTY,27MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
61328,NIFTY29MAY2520450PE,NIFTY,29MAY2025,20450.0,75,OPTIDX,NFO,5.0,2
79202,NIFTY24APR2520450CE,NIFTY,24APR2025,20450.0,75,OPTIDX,NFO,5.0,2
68301,NIFTY06MAR2520450CE,NIFTY,06MAR2025,20450.0,75,OPTIDX,NFO,5.0,2
54471,NIFTY03APR2520450PE,NIFTY,03APR2025,20450.0,75,OPTIDX,NFO,5.0,2
46790,NIFTY27MAR2520500CE,NIFTY,27MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
50062,NIFTY20MAR2520500PE,NIFTY,20MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
61330,NIFTY29MAY2520500PE,NIFTY,29MAY2025,20500.0,75,OPTIDX,NFO,5.0,2
79206,NIFTY24APR2520500CE,NIFTY,24APR2025,20500.0,75,OPTIDX,NFO,5.0,2
46791,NIFTY27MAR2520500PE,NIFTY,27MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
45345,NIFTY13MAR2520500PE,NIFTY,13MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
54472,NIFTY03APR2520500CE,NIFTY,03APR2025,20500.0,75,OPTIDX,NFO,5.0,2
54475,NIFTY03APR2520500PE,NIFTY,03APR2025,20500.0,75,OPTIDX,NFO,5.0,2
45344,NIFTY13MAR2520500CE,NIFTY,13MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
50061,NIFTY20MAR2520500CE,NIFTY,20MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
68304,NIFTY06MAR2520500PE,NIFTY,06MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
61329,NIFTY29MAY2520500CE,NIFTY,29MAY2025,20500.0,75,OPTIDX,NFO,5.0,2
79207,NIFTY24APR2520500PE,NIFTY,24APR2025,20500.0,75,OPTIDX,NFO,5.0,2
68303,NIFTY06MAR2520500CE,NIFTY,06MAR2025,20500.0,75,OPTIDX,NFO,5.0,2
54477,NIFTY03APR2520550PE,NIFTY,03APR2025,20550.0,75,OPTIDX,NFO,5.0,2
79211,NIFTY24APR2520550PE,NIFTY,24APR2025,20550.0,75,OPTIDX,NFO,5.0,2
68305,NIFTY06MAR2520550CE,NIFTY,06MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
79210,NIFTY24APR2520550CE,NIFTY,24APR2025,20550.0,75,OPTIDX,NFO,5.0,2
61332,NIFTY29MAY2520550PE,NIFTY,29MAY2025,20550.0,75,OPTIDX,NFO,5.0,2
68306,NIFTY06MAR2520550PE,NIFTY,06MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
50063,NIFTY20MAR2520550CE,NIFTY,20MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
54476,NIFTY03APR2520550CE,NIFTY,03APR2025,20550.0,75,OPTIDX,NFO,5.0,2
45346,NIFTY13MAR2520550CE,NIFTY,13MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
46794,NIFTY27MAR2520550CE,NIFTY,27MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
50064,NIFTY20MAR2520550PE,NIFTY,20MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
61331,NIFTY29MAY2520550CE,NIFTY,29MAY2025,20550.0,75,OPTIDX,NFO,5.0,2
46795,NIFTY27MAR2520550PE,NIFTY,27MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
45351,NIFTY13MAR2520550PE,NIFTY,13MAR2025,20550.0,75,OPTIDX,NFO,5.0,2
79214,NIFTY24APR2520600PE,NIFTY,24APR2025,20600.0,75,OPTIDX,NFO,5.0,2
61334,NIFTY29MAY2520600PE,NIFTY,29MAY2025,20600.0,75,OPTIDX,NFO,5.0,2
46797,NIFTY27MAR2520600PE,NIFTY,27MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
45355,NIFTY13MAR2520600PE,NIFTY,13MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
61333,NIFTY29MAY2520600CE,NIFTY,29MAY2025,20600.0,75,OPTIDX,NFO,5.0,2
79213,NIFTY24APR2520600CE,NIFTY,24APR2025,20600.0,75,OPTIDX,NFO,5.0,2
50066,NIFTY20MAR2520600PE,NIFTY,20MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
68307,NIFTY06MAR2520600CE,NIFTY,06MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
68313,NIFTY06MAR2520600PE,NIFTY,06MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
54482,NIFTY03APR2520600CE,NIFTY,03APR2025,20600.0,75,OPTIDX,NFO,5.0,2
46796,NIFTY27MAR2520600CE,NIFTY,27MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
50065,NIFTY20MAR2520600CE,NIFTY,20MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
54483,NIFTY03APR2520600PE,NIFTY,03APR2025,20600.0,75,OPTIDX,NFO,5.0,2
45354,NIFTY13MAR2520600CE,NIFTY,13MAR2025,20600.0,75,OPTIDX,NFO,5.0,2
54484,NIFTY03APR2520650CE,NIFTY,03APR2025,20650.0,75,OPTIDX,NFO,5.0,2
61335,NIFTY29MAY2520650CE,NIFTY,29MAY2025,20650.0,75,OPTIDX,NFO,5.0,2
79216,NIFTY24APR2520650PE,NIFTY,24APR2025,20650.0,75,OPTIDX,NFO,5.0,2
61336,NIFTY29MAY2520650PE,NIFTY,29MAY2025,20650.0,75,OPTIDX,NFO,5.0,2
46800,NIFTY27MAR2520650CE,NIFTY,27MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
45356,NIFTY13MAR2520650CE,NIFTY,13MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
45362,NIFTY13MAR2520650PE,NIFTY,13MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
46801,NIFTY27MAR2520650PE,NIFTY,27MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
54487,NIFTY03APR2520650PE,NIFTY,03APR2025,20650.0,75,OPTIDX,NFO,5.0,2
68316,NIFTY06MAR2520650PE,NIFTY,06MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
50068,NIFTY20MAR2520650PE,NIFTY,20MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
68315,NIFTY06MAR2520650CE,NIFTY,06MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
79215,NIFTY24APR2520650CE,NIFTY,24APR2025,20650.0,75,OPTIDX,NFO,5.0,2
50067,NIFTY20MAR2520650CE,NIFTY,20MAR2025,20650.0,75,OPTIDX,NFO,5.0,2
61338,NIFTY29MAY2520700PE,NIFTY,29MAY2025,20700.0,75,OPTIDX,NFO,5.0,2
50070,NIFTY20MAR2520700PE,NIFTY,20MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
45364,NIFTY13MAR2520700PE,NIFTY,13MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
68319,NIFTY06MAR2520700CE,NIFTY,06MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
79217,NIFTY24APR2520700CE,NIFTY,24APR2025,20700.0,75,OPTIDX,NFO,5.0,2
45363,NIFTY13MAR2520700CE,NIFTY,13MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
46803,NIFTY27MAR2520700PE,NIFTY,27MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
54488,NIFTY03APR2520700CE,NIFTY,03APR2025,20700.0,75,OPTIDX,NFO,5.0,2
54491,NIFTY03APR2520700PE,NIFTY,03APR2025,20700.0,75,OPTIDX,NFO,5.0,2
46802,NIFTY27MAR2520700CE,NIFTY,27MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
50069,NIFTY20MAR2520700CE,NIFTY,20MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
68320,NIFTY06MAR2520700PE,NIFTY,06MAR2025,20700.0,75,OPTIDX,NFO,5.0,2
79218,NIFTY24APR2520700PE,NIFTY,24APR2025,20700.0,75,OPTIDX,NFO,5.0,2
61337,NIFTY29MAY2520700CE,NIFTY,29MAY2025,20700.0,75,OPTIDX,NFO,5.0,2
68322,NIFTY06MAR2520750CE,NIFTY,06MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
45369,NIFTY13MAR2520750PE,NIFTY,13MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
50072,NIFTY20MAR2520750PE,NIFTY,20MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
45365,NIFTY13MAR2520750CE,NIFTY,13MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
46812,NIFTY27MAR2520750CE,NIFTY,27MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
68353,NIFTY06MAR2520750PE,NIFTY,06MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
46813,NIFTY27MAR2520750PE,NIFTY,27MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
50071,NIFTY20MAR2520750CE,NIFTY,20MAR2025,20750.0,75,OPTIDX,NFO,5.0,2
54497,NIFTY03APR2520750PE,NIFTY,03APR2025,20750.0,75,OPTIDX,NFO,5.0,2
54492,NIFTY03APR2520750CE,NIFTY,03APR2025,20750.0,75,OPTIDX,NFO,5.0,2
79219,NIFTY24APR2520750CE,NIFTY,24APR2025,20750.0,75,OPTIDX,NFO,5.0,2
61339,NIFTY29MAY2520750CE,NIFTY,29MAY2025,20750.0,75,OPTIDX,NFO,5.0,2
61340,NIFTY29MAY2520750PE,NIFTY,29MAY2025,20750.0,75,OPTIDX,NFO,5.0,2
79220,NIFTY24APR2520750PE,NIFTY,24APR2025,20750.0,75,OPTIDX,NFO,5.0,2
54499,NIFTY03APR2520800PE,NIFTY,03APR2025,20800.0,75,OPTIDX,NFO,5.0,2
45372,NIFTY13MAR2520800CE,NIFTY,13MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
46815,NIFTY27MAR2520800PE,NIFTY,27MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
45383,NIFTY13MAR2520800PE,NIFTY,13MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
50073,NIFTY20MAR2520800CE,NIFTY,20MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
79222,NIFTY24APR2520800PE,NIFTY,24APR2025,20800.0,75,OPTIDX,NFO,5.0,2
68363,NIFTY06MAR2520800PE,NIFTY,06MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
79221,NIFTY24APR2520800CE,NIFTY,24APR2025,20800.0,75,OPTIDX,NFO,5.0,2
68355,NIFTY06MAR2520800CE,NIFTY,06MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
46814,NIFTY27MAR2520800CE,NIFTY,27MAR2025,20800.0,75,OPTIDX,NFO,5.0,2
54498,NIFTY03APR2520800CE,NIFTY,03APR2025,20800.0,75,OPTIDX,NFO,5.0,2
61344,NIFTY29MAY2520800PE,NIFTY,29MAY2025,20800.0,75,OPTIDX,NFO,5.0,2
